OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
200669,05-02-2023,60547,Desk,1,257,812,Debit Card,Cancelled,65694249,5,,Referral,257
200829,05-02-2023,39551,Monitor,1,76.93,685,Debit Card,Delivered,68358007,6,WINTER15,Instagram,76.93
200953,06-02-2023,43721,Phone,1,131.61,971,Cash,Shipped,89392104,2,FREESHIP,Facebook,131.61
200187,08-02-2023,21227,Chair,1,590.87,689,Gift Card,Returned,79129657,6,FREESHIP,Referral,590.87
200366,10-02-2023,95213,Printer,3,602.24,603,Debit Card,Pending,40630538,8,,Referral,1806.72
200094,11-02-2023,79821,Chair,1,531.18,781,Gift Card,Returned,12780193,6,WINTER15,Instagram,531.18
200436,11-02-2023,14568,Laptop,4,221.33,651,Online,Pending,73545796,5,,Google,885.32
200923,11-02-2023,91582,Printer,3,649.93,836,Credit Card,Pending,99938245,7,WINTER15,Facebook,1949.79
201041,11-02-2023,21167,Monitor,4,558.9,948,Gift Card,Shipped,97737564,9,WINTER15,Google,2235.6
200927,14-02-2023,35566,Laptop,4,64.69,638,Debit Card,Shipped,10003020,7,WINTER15,Google,258.76
200509,15-02-2023,68937,Laptop,2,425.03,560,Cash,Returned,31908657,2,WINTER15,Google,850.06
200244,16-02-2023,98096,Desk,2,317.77,838,Debit Card,Cancelled,51518631,4,WINTER15,Facebook,635.54
200284,16-02-2023,27203,Laptop,5,208.17,516,Credit Card,Returned,22023906,6,SAVE10,Facebook,1040.85
200293,16-02-2023,33220,Tablet,4,463.04,564,Gift Card,Returned,40450219,9,,Instagram,1852.16
200913,16-02-2023,45599,Printer,5,475.95,505,Credit Card,Returned,62277685,8,WINTER15,Facebook,2379.75
201144,16-02-2023,88463,Desk,5,507.94,292,Online,Cancelled,88749996,9,,Facebook,2539.7
200100,17-02-2023,74866,Phone,3,664.79,743,Online,Delivered,53783265,6,,Facebook,1994.37
200128,17-02-2023,86408,Tablet,4,21.07,244,Gift Card,Delivered,41432648,4,FREESHIP,Google,84.28
200160,17-02-2023,38669,Monitor,4,101.32,240,Cash,Pending,81738254,7,,Referral,405.28
201028,17-02-2023,60042,Desk,4,440.31,610,Cash,Cancelled,84651559,6,,Instagram,1761.24
200479,18-02-2023,87011,Monitor,4,25.29,943,Credit Card,Pending,21429162,8,,Google,101.16
200235,20-02-2023,32854,Desk,1,65.45,815,Cash,Pending,30009218,2,WINTER15,Google,65.45
201150,20-02-2023,17921,Desk,4,302.65,119,Credit Card,Cancelled,79291524,8,SAVE10,Referral,1210.6
200673,21-02-2023,46504,Tablet,2,372.92,131,Credit Card,Delivered,95024356,7,SAVE10,Email,745.84
200297,22-02-2023,68078,Desk,2,493.88,252,Credit Card,Returned,64862812,7,SAVE10,Instagram,987.76
201069,25-02-2023,70506,Monitor,1,454.23,255,Gift Card,Returned,12518384,3,,Facebook,454.23
201090,25-02-2023,61225,Monitor,2,650.25,996,Gift Card,Returned,37022954,6,,Instagram,1300.5
200343,26-02-2023,64638,Printer,1,527.57,919,Debit Card,Pending,64087938,3,FREESHIP,Facebook,527.57
201072,26-02-2023,88644,Monitor,1,392.61,977,Gift Card,Cancelled,14900878,4,SAVE10,Referral,392.61
200155,27-02-2023,62740,Phone,1,424.4,446,Online,Shipped,20706408,6,WINTER15,Referral,424.4
200797,27-02-2023,36825,Laptop,2,438.76,426,Debit Card,Returned,72557318,2,,Facebook,877.52
200328,28-02-2023,18404,Tablet,5,674.04,546,Online,Cancelled,89401624,7,SAVE10,Google,3370.2
201031,28-02-2023,59183,Phone,5,664.51,136,Debit Card,Pending,18129706,8,SAVE10,Email,3322.55
200745,02-03-2023,73813,Printer,4,111.3,364,Debit Card,Pending,89906749,7,FREESHIP,Email,445.2
200818,02-03-2023,25580,Phone,4,390.84,860,Credit Card,Cancelled,58781638,9,WINTER15,Referral,1563.36
201005,02-03-2023,38065,Printer,3,392.85,426,Credit Card,Returned,11448295,6,,Google,1178.55
200205,04-03-2023,19266,Desk,3,147.39,609,Debit Card,Returned,58357269,3,,Email,442.17
200775,04-03-2023,73941,Phone,2,625.22,569,Online,Cancelled,22051900,5,,Google,1250.44
200533,05-03-2023,66349,Desk,1,565.85,715,Gift Card,Returned,63550793,1,FREESHIP,Facebook,565.85
200102,08-03-2023,18037,Laptop,2,70.34,944,Gift Card,Cancelled,47362236,3,FREESHIP,Email,140.68
200117,08-03-2023,49187,Tablet,1,535.5,593,Gift Card,Cancelled,81888598,5,WINTER15,Referral,535.5
200404,09-03-2023,45482,Monitor,2,99.1,440,Cash,Delivered,54571699,6,,Instagram,198.2
200425,09-03-2023,40648,Laptop,2,301.88,488,Gift Card,Returned,25325993,5,WINTER15,Email,603.76
200487,09-03-2023,40136,Printer,3,346.52,211,Credit Card,Pending,92924852,3,SAVE10,Google,1039.56
200794,09-03-2023,76653,Printer,4,384.85,988,Online,Delivered,77052196,9,FREESHIP,Instagram,1539.4
200520,10-03-2023,66332,Monitor,3,635.98,959,Cash,Returned,27063398,5,,Referral,1907.94
200568,10-03-2023,29072,Laptop,2,343.99,312,Online,Delivered,72334047,4,,Google,687.98
200288,12-03-2023,97643,Laptop,4,512.75,537,Debit Card,Returned,60831391,8,WINTER15,Google,2051
200725,12-03-2023,95269,Chair,2,194.85,372,Gift Card,Returned,45670926,5,,Referral,389.7
201106,12-03-2023,34555,Chair,1,372.8,903,Cash,Cancelled,72859458,6,SAVE10,Facebook,372.8
200464,14-03-2023,39176,Tablet,4,434.42,739,Online,Cancelled,71418686,6,FREESHIP,Google,1737.68
200515,14-03-2023,67561,Phone,3,553.52,160,Gift Card,Shipped,75900717,4,FREESHIP,Facebook,1660.56
200655,14-03-2023,22101,Chair,2,132.6,262,Debit Card,Cancelled,70711522,4,WINTER15,Email,265.2
200091,15-03-2023,98216,Laptop,5,492.75,196,Cash,Shipped,40986666,6,WINTER15,Referral,2463.75
201114,16-03-2023,55164,Tablet,3,659.88,609,Gift Card,Cancelled,79610967,3,,Google,1979.64
200180,18-03-2023,87216,Tablet,5,316.07,970,Cash,Returned,18713727,10,,Google,1580.35
201078,18-03-2023,62627,Desk,1,41.09,881,Online,Returned,90060232,4,WINTER15,Email,41.09
200116,19-03-2023,47761,Printer,4,291.35,109,Credit Card,Cancelled,66669207,6,WINTER15,Facebook,1165.4
200861,19-03-2023,93276,Desk,5,330.45,230,Gift Card,Shipped,44165913,10,FREESHIP,Google,1652.25
201113,19-03-2023,52914,Desk,4,209.99,168,Cash,Delivered,80819053,8,,Google,839.96
201108,20-03-2023,35136,Laptop,1,634.94,462,Online,Cancelled,49753703,5,WINTER15,Instagram,634.94
200893,21-03-2023,99533,Monitor,1,678.01,696,Cash,Pending,55701253,4,FREESHIP,Referral,678.01
200703,22-03-2023,89336,Desk,1,92.79,799,Cash,Pending,47665103,3,WINTER15,Email,92.79
200989,23-03-2023,49995,Laptop,4,246.11,559,Credit Card,Pending,33212013,4,SAVE10,Instagram,984.44
200095,24-03-2023,76761,Printer,4,117.51,839,Debit Card,Returned,60179774,7,,Referral,470.04
200263,25-03-2023,71040,Phone,4,434.85,250,Credit Card,Pending,41397604,4,WINTER15,Google,1739.4
200628,26-03-2023,18717,Printer,5,558.63,861,Cash,Pending,58568806,8,FREESHIP,Referral,2793.15
200758,26-03-2023,69021,Tablet,3,624.84,917,Credit Card,Cancelled,57148510,8,WINTER15,Facebook,1874.52
200932,26-03-2023,26118,Laptop,2,72.39,168,Online,Delivered,15334251,7,WINTER15,Instagram,144.78
200014,27-03-2023,98474,Tablet,2,393.33,980,Debit Card,Pending,79186539,3,SAVE10,Instagram,786.66
200107,27-03-2023,16775,Printer,5,670.75,848,Gift Card,Shipped,34392124,8,FREESHIP,Instagram,3353.75
200280,27-03-2023,55388,Tablet,3,404.62,740,Gift Card,Delivered,75741001,6,FREESHIP,Instagram,1213.86
200940,27-03-2023,74003,Printer,4,305.32,679,Online,Cancelled,91525779,4,SAVE10,Google,1221.28
200132,28-03-2023,96257,Tablet,4,450.75,583,Credit Card,Shipped,13137948,6,WINTER15,Email,1803
200271,28-03-2023,59572,Monitor,1,542.07,791,Cash,Shipped,16792991,6,WINTER15,Referral,542.07
201010,31-03-2023,33729,Monitor,3,659.57,533,Credit Card,Cancelled,35649833,6,SAVE10,Email,1978.71
200451,01-04-2023,14837,Monitor,1,183.18,647,Debit Card,Cancelled,17501136,6,SAVE10,Email,183.18
201143,03-04-2023,41132,Chair,1,381.61,114,Debit Card,Pending,51040137,5,,Email,381.61
200250,05-04-2023,93379,Desk,3,42.95,318,Gift Card,Returned,67954150,8,SAVE10,Email,128.85
201183,05-04-2023,12607,Desk,1,281.52,460,Gift Card,Shipped,83653396,6,WINTER15,Referral,281.52
200499,06-04-2023,18138,Printer,3,539.46,520,Credit Card,Shipped,20289483,4,SAVE10,Facebook,1618.38
200763,06-04-2023,79142,Laptop,1,569.96,533,Online,Delivered,30915955,4,FREESHIP,Email,569.96
200718,08-04-2023,16790,Laptop,4,64.74,718,Gift Card,Cancelled,91791367,8,SAVE10,Google,258.96
201168,08-04-2023,89559,Laptop,2,331.42,297,Credit Card,Delivered,82838108,6,WINTER15,Google,662.84
200402,09-04-2023,83026,Printer,5,337.38,858,Gift Card,Shipped,79746259,5,,Referral,1686.9
200139,10-04-2023,61440,Phone,1,583.9,714,Cash,Returned,33114521,1,,Email,583.9
200317,10-04-2023,88370,Monitor,2,139.95,339,Online,Returned,22575151,5,,Instagram,279.9
200120,11-04-2023,58108,Tablet,4,629.34,986,Cash,Cancelled,66218053,4,WINTER15,Instagram,2517.36
200424,12-04-2023,49491,Chair,5,22.94,339,Cash,Pending,64012257,10,,Email,114.7
201123,14-04-2023,68936,Tablet,3,554.25,843,Debit Card,Shipped,73163634,6,WINTER15,Referral,1662.75
200331,15-04-2023,78724,Printer,3,422.13,187,Online,Delivered,25703134,7,SAVE10,Facebook,1266.39
200514,16-04-2023,15629,Printer,3,304.15,492,Gift Card,Shipped,64926044,3,WINTER15,Instagram,912.45
200799,16-04-2023,26364,Laptop,4,328.56,803,Debit Card,Returned,78924436,4,FREESHIP,Email,1314.24
200213,20-04-2023,71122,Laptop,1,634.4,317,Cash,Cancelled,54757882,6,SAVE10,Email,634.4
201032,20-04-2023,26188,Chair,1,618.68,990,Online,Delivered,61634201,6,WINTER15,Referral,618.68
201158,20-04-2023,82781,Monitor,4,27.42,661,Debit Card,Pending,20605418,4,SAVE10,Referral,109.68
200611,21-04-2023,36688,Desk,1,305.17,700,Gift Card,Returned,35720426,3,WINTER15,Referral,305.17
200714,21-04-2023,84888,Laptop,1,51.73,278,Debit Card,Pending,23612847,1,FREESHIP,Facebook,51.73
201081,21-04-2023,55636,Monitor,4,425.6,494,Credit Card,Pending,85897054,5,FREESHIP,Google,1702.4
200340,23-04-2023,76207,Laptop,5,521.25,826,Cash,Cancelled,25569378,8,,Email,2606.25
200481,23-04-2023,94568,Laptop,4,484.85,317,Debit Card,Delivered,58653915,5,WINTER15,Referral,1939.4
201103,24-04-2023,90292,Laptop,4,276.32,129,Online,Delivered,26270357,5,,Google,1105.28
201177,27-04-2023,23917,Printer,1,127.55,433,Cash,Shipped,44434536,3,SAVE10,Referral,127.55
200218,28-04-2023,11665,Tablet,3,112.46,882,Gift Card,Shipped,10993930,6,SAVE10,Instagram,337.38
200386,28-04-2023,12421,Tablet,1,93.02,373,Online,Returned,32588504,4,,Email,93.02
200778,28-04-2023,85059,Laptop,4,246.85,316,Credit Card,Shipped,56503740,8,WINTER15,Google,987.4
200865,30-04-2023,72241,Monitor,4,677.37,156,Cash,Pending,76270481,8,SAVE10,Google,2709.48
200032,01-05-2023,12388,Tablet,5,536.72,830,Cash,Delivered,99261395,10,,Email,2683.6
200368,01-05-2023,85322,Monitor,3,271.02,403,Credit Card,Cancelled,89728869,6,,Google,813.06
201026,01-05-2023,55454,Monitor,1,677.48,807,Online,Delivered,13281370,1,WINTER15,Facebook,677.48
200632,02-05-2023,67260,Laptop,5,678.16,463,Gift Card,Delivered,38229104,7,WINTER15,Facebook,3390.8
200665,02-05-2023,83653,Tablet,4,231.26,253,Online,Shipped,32619935,6,WINTER15,Google,925.04
200073,03-05-2023,17269,Monitor,4,433.45,129,Gift Card,Cancelled,79608389,4,,Facebook,1733.8
200667,03-05-2023,10477,Laptop,1,466.42,172,Gift Card,Pending,41505339,5,SAVE10,Email,466.42
200801,03-05-2023,97593,Printer,4,595.62,738,Debit Card,Pending,58443593,8,FREESHIP,Facebook,2382.48
200864,03-05-2023,14240,Desk,1,491.11,592,Credit Card,Delivered,58095246,4,SAVE10,Facebook,491.11
200222,04-05-2023,43124,Chair,4,693.36,931,Online,Shipped,17293348,8,,Instagram,2773.44
200290,05-05-2023,24901,Chair,3,99.9,258,Cash,Delivered,14029489,8,FREESHIP,Facebook,299.7
200356,06-05-2023,26966,Printer,5,374.58,907,Gift Card,Cancelled,83889574,10,FREESHIP,Instagram,1872.9
201111,06-05-2023,24047,Monitor,4,234.45,362,Online,Cancelled,91338580,9,FREESHIP,Instagram,937.8
200020,08-05-2023,54829,Chair,5,62.51,587,Cash,Pending,16718651,9,WINTER15,Instagram,312.55
201076,08-05-2023,99116,Laptop,4,686.61,176,Cash,Shipped,52711973,6,,Referral,2746.44
200242,09-05-2023,94921,Printer,2,219.1,134,Online,Pending,97794327,4,SAVE10,Referral,438.2
200672,09-05-2023,14017,Phone,2,624.16,984,Debit Card,Shipped,71009446,2,SAVE10,Instagram,1248.32
201124,09-05-2023,33744,Chair,4,576.87,888,Gift Card,Returned,40245983,5,,Instagram,2307.48
200069,11-05-2023,43338,Monitor,3,478.65,552,Online,Shipped,35241775,4,,Referral,1435.95
200301,11-05-2023,31105,Chair,1,583.99,726,Cash,Cancelled,40149095,2,SAVE10,Email,583.99
200007,12-05-2023,41460,Monitor,5,149.55,706,Cash,Shipped,78809193,9,FREESHIP,Facebook,747.75
200958,13-05-2023,82685,Desk,3,158.66,537,Gift Card,Delivered,70184320,7,WINTER15,Email,475.98
200565,14-05-2023,62042,Tablet,5,307.98,214,Online,Pending,42605492,10,,Facebook,1539.9
200241,16-05-2023,20817,Chair,5,615.67,407,Online,Pending,44164590,6,SAVE10,Email,3078.35
200302,16-05-2023,29432,Chair,3,468.74,121,Cash,Pending,44142517,4,FREESHIP,Instagram,1406.22
200228,17-05-2023,57867,Chair,4,385.92,579,Credit Card,Cancelled,92055007,8,,Instagram,1543.68
200260,17-05-2023,12245,Monitor,2,407.79,153,Debit Card,Shipped,22000463,3,,Google,815.58
200903,17-05-2023,80868,Monitor,3,473.49,205,Credit Card,Pending,56186636,7,,Email,1420.47
200551,18-05-2023,23947,Laptop,1,120.98,353,Debit Card,Delivered,74812710,6,WINTER15,Email,120.98
200650,18-05-2023,74499,Desk,2,372.23,518,Gift Card,Delivered,93767278,7,SAVE10,Email,744.46
200975,18-05-2023,70529,Desk,1,105.92,974,Gift Card,Returned,82165408,6,SAVE10,Email,105.92
200232,19-05-2023,20731,Printer,4,444.44,610,Debit Card,Cancelled,75568437,8,WINTER15,Google,1777.76
200998,19-05-2023,90350,Phone,2,183.67,783,Debit Card,Cancelled,22824230,6,SAVE10,Google,367.34
200502,20-05-2023,69332,Monitor,3,565.25,745,Debit Card,Returned,65718848,7,SAVE10,Email,1695.75
200056,21-05-2023,54298,Tablet,3,479.21,566,Cash,Cancelled,62902341,5,WINTER15,Referral,1437.63
201085,21-05-2023,28049,Printer,2,646.69,404,Debit Card,Shipped,91426444,7,WINTER15,Instagram,1293.38
200894,23-05-2023,90852,Tablet,3,575.01,852,Online,Cancelled,37551831,8,WINTER15,Instagram,1725.03
200827,25-05-2023,95856,Tablet,2,639.88,432,Cash,Delivered,58829625,5,WINTER15,Instagram,1279.76
200855,25-05-2023,41331,Monitor,5,240.61,785,Credit Card,Shipped,94198179,10,FREESHIP,Email,1203.05
200070,26-05-2023,25123,Desk,1,629.21,384,Gift Card,Pending,27812282,2,FREESHIP,Instagram,629.21
200463,26-05-2023,25276,Laptop,5,662.78,214,Debit Card,Shipped,14011732,9,SAVE10,Instagram,3313.9
200600,26-05-2023,87051,Printer,1,72.31,460,Gift Card,Cancelled,82056333,1,FREESHIP,Facebook,72.31
200167,27-05-2023,88304,Chair,2,384.14,219,Online,Returned,44268941,2,WINTER15,Email,768.28
200435,27-05-2023,48601,Printer,1,414.47,101,Debit Card,Returned,97868309,3,FREESHIP,Instagram,414.47
200820,27-05-2023,35377,Phone,5,623.81,171,Cash,Returned,17342157,6,FREESHIP,Email,3119.05
201121,28-05-2023,98354,Phone,3,50.34,393,Gift Card,Returned,43070888,3,FREESHIP,Instagram,151.02
200337,29-05-2023,77763,Tablet,3,502.77,599,Debit Card,Returned,66980447,8,WINTER15,Email,1508.31
200810,31-05-2023,23637,Tablet,1,553.56,644,Credit Card,Cancelled,16749863,5,,Referral,553.56
200979,31-05-2023,75018,Monitor,3,669.06,299,Cash,Delivered,51794806,7,SAVE10,Facebook,2007.18
200878,01-06-2023,73873,Desk,2,330.69,393,Online,Cancelled,56423132,5,SAVE10,Google,661.38
200612,02-06-2023,51811,Chair,3,445.12,339,Gift Card,Cancelled,82377939,8,,Google,1335.36
200761,02-06-2023,37235,Desk,4,37.76,217,Debit Card,Delivered,67789367,7,,Google,151.04
200350,03-06-2023,13296,Chair,2,54.41,495,Online,Shipped,60127216,6,,Instagram,108.82
200704,03-06-2023,96034,Desk,4,30.27,819,Online,Delivered,87261034,9,FREESHIP,Google,121.08
200270,04-06-2023,13540,Printer,4,309.91,127,Debit Card,Shipped,81087373,5,WINTER15,Google,1239.64
200579,04-06-2023,73999,Tablet,2,187.88,413,Online,Shipped,67919507,4,WINTER15,Facebook,375.76
200033,05-06-2023,52184,Chair,1,162.77,912,Online,Cancelled,73312471,4,WINTER15,Facebook,162.77
200422,05-06-2023,76140,Phone,4,206.6,914,Gift Card,Returned,25861469,6,WINTER15,Referral,826.4
201067,06-06-2023,78959,Phone,2,316.2,384,Online,Returned,37426359,2,,Instagram,632.4
200381,07-06-2023,29467,Chair,1,191.76,223,Credit Card,Returned,98103385,1,FREESHIP,Instagram,191.76
200430,07-06-2023,87448,Phone,1,450.07,433,Gift Card,Shipped,44134016,6,FREESHIP,Google,450.07
200575,07-06-2023,74005,Chair,5,448.15,528,Gift Card,Returned,61640534,7,SAVE10,Google,2240.75
201122,07-06-2023,38840,Monitor,5,678.19,766,Online,Returned,32496970,8,,Facebook,3390.95
200081,08-06-2023,29314,Monitor,2,394.3,496,Cash,Shipped,59876213,6,FREESHIP,Email,788.6
200359,09-06-2023,95643,Desk,4,606.57,303,Debit Card,Delivered,23286689,5,WINTER15,Referral,2426.28
201093,09-06-2023,86773,Phone,4,197.36,557,Gift Card,Returned,22612240,9,FREESHIP,Instagram,789.44
200259,11-06-2023,20977,Chair,4,435.12,636,Credit Card,Delivered,54991561,9,SAVE10,Instagram,1740.48
200505,11-06-2023,36014,Printer,2,434.97,558,Online,Shipped,97246526,7,,Email,869.94
201129,11-06-2023,43911,Chair,4,418.71,239,Cash,Pending,37495481,8,FREESHIP,Instagram,1674.84
201199,11-06-2023,57502,Tablet,4,560.58,201,Gift Card,Returned,51116746,6,SAVE10,Referral,2242.32
200587,12-06-2023,18820,Monitor,5,514.6,347,Gift Card,Delivered,91547425,10,FREESHIP,Instagram,2573
200596,12-06-2023,91805,Desk,3,606.41,653,Debit Card,Returned,34504030,7,FREESHIP,Facebook,1819.23
200654,12-06-2023,62661,Tablet,3,382.37,863,Debit Card,Returned,25748100,8,,Instagram,1147.11
200755,13-06-2023,54160,Desk,3,336.71,658,Credit Card,Pending,60515972,4,,Email,1010.13
200671,15-06-2023,49282,Chair,5,50.74,737,Gift Card,Cancelled,88653901,7,WINTER15,Google,253.7
200480,16-06-2023,21147,Chair,1,335.1,126,Debit Card,Pending,93171043,6,FREESHIP,Referral,335.1
200623,16-06-2023,91941,Printer,3,396,269,Gift Card,Cancelled,21330732,4,FREESHIP,Instagram,1188
200792,16-06-2023,41709,Desk,2,356.35,746,Debit Card,Returned,90995294,6,WINTER15,Facebook,712.7
201098,17-06-2023,91103,Monitor,4,255.86,155,Credit Card,Delivered,91653000,7,,Email,1023.44
200201,18-06-2023,10126,Monitor,2,674.9,146,Online,Shipped,75607531,4,SAVE10,Facebook,1349.8
200212,20-06-2023,53215,Monitor,1,265.38,367,Credit Card,Cancelled,34751835,6,WINTER15,Email,265.38
201000,21-06-2023,90132,Printer,5,260.93,582,Online,Delivered,52664903,9,SAVE10,Email,1304.65
200630,23-06-2023,51481,Monitor,5,248.84,140,Debit Card,Cancelled,33437701,10,,Instagram,1244.2
201047,23-06-2023,81726,Chair,4,540.34,394,Gift Card,Shipped,69872994,6,WINTER15,Referral,2161.36
200074,24-06-2023,25382,Phone,5,90.87,622,Cash,Pending,64691287,5,,Instagram,454.35
200456,26-06-2023,94479,Desk,5,62.81,259,Credit Card,Shipped,69089975,9,SAVE10,Facebook,314.05
200080,27-06-2023,29041,Phone,3,589.56,591,Online,Returned,28840655,6,,Facebook,1768.68
200362,27-06-2023,53697,Monitor,4,206.84,312,Cash,Cancelled,60476656,5,WINTER15,Instagram,827.36
200409,28-06-2023,45187,Desk,5,84.13,767,Online,Delivered,12320793,9,SAVE10,Google,420.65
201094,28-06-2023,66093,Printer,4,648.91,615,Credit Card,Shipped,54950785,6,SAVE10,Instagram,2595.64
200325,29-06-2023,53545,Desk,3,361.39,665,Credit Card,Shipped,61123177,8,,Referral,1084.17
200557,29-06-2023,56969,Tablet,1,56.2,130,Debit Card,Pending,40719215,1,WINTER15,Facebook,56.2
200031,30-06-2023,26445,Chair,3,500.08,996,Debit Card,Returned,31229981,6,,Facebook,1500.24
200599,30-06-2023,28740,Chair,3,556.99,123,Online,Cancelled,33642221,4,FREESHIP,Facebook,1670.97
200307,01-07-2023,92407,Laptop,3,557.41,135,Online,Delivered,11755610,4,,Email,1672.23
